,director_name,duration,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,actor_3_name,country,content_rating,budget,actor_2_facebook_likes,imdb_score,movie_facebook_likes
1978,Gavin O'Connor,140.0,581.0,Frank Grillo,27000.0,13651662.0,Drama|Sport,Tom Hardy,Kevin Dunn,USA,PG-13,25000000.0,798.0,8.2,77000.0
1981,Kimberly Peirce,112.0,2000.0,Channing Tatum,23000.0,10911750.0,Drama|War,Joseph Gordon-Levitt,Abbie Cornish,USA,R,25000000.0,17000.0,6.5,982.0
1982,Stephen Gaghan,99.0,956.0,Zooey Deschanel,16000.0,10719367.0,Drama|Music|Mystery|Romance|Thriller,Charlie Hunnam,Tony Goldwyn,USA,PG-13,25000000.0,11000.0,4.9,261.0
1984,Ole Bornedal,92.0,309.0,Madison Davenport,941.0,49122319.0,Horror|Thriller,Kyra Sedgwick,Natasha Calis,USA,PG-13,14000000.0,459.0,5.9,17000.0
1985,Richard Benjamin,105.0,354.0,Jane Krakowski,3000.0,10070000.0,Comedy|Drama|Romance,Brendan Fraser,Cathryn de Prume,USA,PG-13,25000000.0,624.0,6.2,491.0
1986,Rod Lurie,110.0,268.0,Laz Alonso,10000.0,10324441.0,Action|Drama|Thriller,Alexander Skarsgård,Rhys Coiro,USA,R,25000000.0,826.0,5.8,7000.0
1987,Lasse Hallström,116.0,174.0,Christopher Evan Welch,442.0,7156933.0,Comedy|Drama,Hope Davis,James Biberi,USA,R,25000000.0,252.0,6.7,348.0
1989,John Hillcoat,111.0,3000.0,Charlize Theron,10000.0,56692.0,Adventure|Drama,Viggo Mortensen,Robert Duvall,USA,R,25000000.0,9000.0,7.3,32000.0
1991,Marcos Siega,95.0,324.0,Nick Cannon,843.0,5654777.0,Action|Comedy|Crime|Drama|Thriller,Cheech Marin,Kaylee DeFer,USA,PG-13,25000000.0,593.0,4.1,206.0
1992,J.B. Rogers,95.0,248.0,Chris Klein,849.0,5516708.0,Comedy|Romance,Eddie Cibrian,Jack Plotnick,USA,R,25000000.0,841.0,4.9,295.0
1996,Jeffrey W. Byrd,95.0,807.0,Loretta Devine,927.0,4006906.0,Comedy|Crime,Donald Faison,Regina Hall,USA,PG-13,15000000.0,912.0,4.1,83.0
1998,Uwe Boll,92.0,492.0,Udo Kier,783.0,1550000.0,Action|Adventure|Fantasy|Horror,Meat Loaf,Michael Paré,USA,R,25000000.0,595.0,2.9,937.0
2002,Robert Towne,117.0,745.0,Monica Potter,2000.0,777423.0,Biography|Drama|Sport,Billy Burke,Billy Crudup,USA,PG-13,25000000.0,878.0,7.2,942.0
2005,Werner Herzog,122.0,407.0,Shea Whigham,12000.0,1697956.0,Crime|Drama,Nicolas Cage,Shawn Hatosy,USA,R,20000000.0,463.0,6.7,6000.0
2008,Taylor Hackford,117.0,416.0,Bai Ling,908.0,134904.0,Comedy|Drama|Romance|Sport,Scout Taylor-Compton,Gil Birmingham,USA,R,25000000.0,581.0,5.7,636.0
2011,Ridley Scott,138.0,1000.0,Brad Pitt,13000.0,16969390.0,Crime|Drama|Thriller,Michael Fassbender,Goran Visnjic,USA,R,25000000.0,11000.0,5.3,24000.0
2020,Ericson Core,114.0,848.0,Edgar Ramírez,1000.0,28772222.0,Action|Crime|Sport|Thriller,Ray Winstone,Delroy Lindo,USA,PG-13,105000000.0,897.0,5.3,37000.0
2023,Tim Story,106.0,676.0,Regina Hall,966.0,65182182.0,Comedy|Romance,Romany Malco,David Walton,USA,PG-13,24000000.0,807.0,5.7,3000.0
2027,Terry Gilliam,137.0,161.0,David Hyde Pierce,12000.0,41895491.0,Comedy|Drama|Fantasy,Jeff Bridges,Harry Shearer,USA,R,24000000.0,443.0,7.6,12000.0
2028,Danny Cannon,100.0,970.0,Mekhi Phifer,45000.0,39989008.0,Horror|Mystery,Muse Watson,Bill Cobbs,USA,R,24000000.0,1000.0,4.6,891.0
2032,Grant Heslov,94.0,939.0,Jeff Bridges,18000.0,32416109.0,Comedy|War,Kevin Spacey,Stephen Root,USA,R,25000000.0,12000.0,6.2,15000.0
2033,George Gallo,88.0,384.0,Eddie Griffin,1000.0,20218.0,Action|Comedy|Crime|Thriller,Daniel Roebuck,Garcelle Beauvais,USA,PG-13,24000000.0,489.0,5.3,204.0
2035,Robert Luketic,95.0,886.0,Gary Cole,2000.0,16964743.0,Comedy|Romance,Topher Grace,Nathan Lane,USA,PG-13,24000000.0,989.0,5.6,876.0
2036,Tim Hill,87.0,611.0,F. Murray Abraham,1000.0,16290976.0,Adventure|Comedy|Family|Fantasy|Music|Sci-Fi,Josh Charles,David Arquette,USA,G,24000000.0,670.0,6.2,619.0
2038,Brian Robbins,107.0,940.0,Ellen Albertini Dow,1000.0,12372410.0,Comedy|Sport,Oliver Platt,Martin Landau,USA,PG-13,24000000.0,957.0,5.3,650.0
2039,Ron Shelton,124.0,197.0,Robert Wagner,512.0,8427204.0,Comedy|Drama|Sport,Willie Garson,Lolita Davidovich,USA,R,24000000.0,481.0,5.4,153.0
2041,Alexandre Aja,88.0,847.0,Kelly Brook,3000.0,25003072.0,Comedy|Horror,Adam Scott,Jessica Szohr,USA,R,24000000.0,859.0,5.5,13000.0
2043,Steve Boyum,93.0,254.0,M.C. Gainey,23000.0,4308981.0,Comedy|Family,Paul Walker,A.J. Langer,USA,PG,24000000.0,284.0,3.9,839.0
2046,George Tillman Jr.,98.0,706.0,Tom Berenger,12000.0,23225911.0,Action|Crime|Drama|Thriller,Dwayne Johnson,Mike Epps,USA,R,24000000.0,854.0,6.5,12000.0
2048,Ruben Fleischer,88.0,11.0,Bill Murray,15000.0,75590286.0,Adventure|Comedy|Horror|Sci-Fi,Emma Stone,Derek Graf,USA,R,23600000.0,13000.0,7.7,26000.0
2051,Irvin Kershner,127.0,441.0,Kenny Baker,11000.0,290158751.0,Action|Adventure|Fantasy|Sci-Fi,Harrison Ford,Anthony Daniels,USA,PG,18000000.0,504.0,8.8,17000.0
2055,George Clooney,101.0,1000.0,Philip Seymour Hoffman,33000.0,40962534.0,Drama,Ryan Gosling,Jennifer Ehle,USA,R,12500000.0,22000.0,7.1,22000.0
2056,David Twohy,112.0,787.0,Radha Mitchell,14000.0,39235088.0,Horror|Sci-Fi,Vin Diesel,Cole Hauser,USA,R,23000000.0,991.0,7.1,5000.0
2058,Spike Jonze,126.0,105.0,Brian Johnson,19000.0,25556065.0,Drama|Romance|Sci-Fi,Scarlett Johansson,Matt Letscher,USA,R,23000000.0,128.0,8.0,148000.0
2062,Wayne Wang,114.0,407.0,Eva Amurri Martino,20000.0,18653615.0,Comedy|Drama,Natalie Portman,Shawn Hatosy,USA,PG-13,23000000.0,797.0,6.1,638.0
2064,Michael Dinner,88.0,249.0,Dan Hedaya,327.0,13019253.0,Comedy|Crime,Seymour Cassel,Lainie Kazan,USA,PG-13,23000000.0,281.0,5.6,153.0
2067,Jerry Zaks,98.0,11000.0,Robert De Niro,29000.0,12782508.0,Drama,Leonardo DiCaprio,Meryl Streep,USA,PG-13,23000000.0,22000.0,6.7,1000.0
2068,Fred Durst,94.0,424.0,Dash Mihok,721.0,11508423.0,Biography|Comedy|Drama|Family|Sport,Tasha Smith,Garrett Morris,USA,PG,23000000.0,463.0,5.1,376.0
2076,Mira Nair,141.0,73.0,Roger Lloyd Pack,805.0,16123851.0,Drama,Romola Garai,Lillete Dubey,USA,PG-13,23000000.0,539.0,6.2,767.0
2078,Mikael Håfström,114.0,23.0,Kim Thomson,129.0,71975611.0,Fantasy|Horror,Drew Powell,Alexandra Silber,USA,PG-13,25000000.0,25.0,6.8,11000.0
2079,Mel Brooks,96.0,542.0,Dick Van Patten,1000.0,38119483.0,Adventure|Comedy|Sci-Fi,Joan Rivers,Michael Winslow,USA,PG,22700000.0,605.0,7.1,13000.0
2087,Luke Greenfield,84.0,182.0,Michael Papajohn,436.0,55762229.0,Comedy|Sci-Fi,Louis Lombardi,Colleen Haskell,USA,PG-13,22000000.0,241.0,4.8,1000.0
2089,Lasse Hallström,122.0,171.0,Charlotte Le Bon,820.0,54235441.0,Comedy|Drama,Manish Dayal,Juhi Chawla,USA,PG,22000000.0,201.0,7.3,55000.0
2091,Jessie Nelson,132.0,506.0,Loretta Devine,967.0,40270895.0,Drama,Dianne Wiest,Richard Schiff,USA,PG-13,22000000.0,912.0,7.6,15000.0
2092,Christopher Spencer,170.0,55.0,Amber Rose Revah,329.0,59696176.0,Biography|Drama|History,Roma Downey,Darwin Shaw,USA,PG-13,22000000.0,134.0,5.6,15000.0
2097,Mike Bigelow,83.0,137.0,Eddie Griffin,591.0,22264487.0,Comedy,Carlos Ponce,Charles Keating,USA,R,22000000.0,489.0,4.6,887.0
2099,Paul McGuigan,110.0,287.0,Spencer Wilding,11000.0,5773519.0,Drama|Horror|Sci-Fi|Thriller,Daniel Radcliffe,Daniel Mays,USA,PG-13,40000000.0,1000.0,6.0,11000.0
2101,Dennis Dugan,96.0,110.0,Neil Diamond,240.0,19351569.0,Comedy|Crime|Romance,Amanda Detmer,Kyle Gass,USA,PG-13,22000000.0,226.0,5.9,739.0
2106,Daniel Sackheim,106.0,595.0,Bruce Dern,962.0,17951431.0,Crime|Drama|Mystery|Thriller,Chris Noth,Trevor Morgan,USA,PG-13,30000000.0,844.0,5.8,804.0
2109,Gary Fleder,100.0,798.0,James Franco,26000.0,19783777.0,Action|Crime|Drama|Thriller,Jason Statham,Frank Grillo,USA,R,22000000.0,11000.0,6.5,15000.0
2112,Fred Dekker,104.0,691.0,Rip Torn,1000.0,10696210.0,Action|Crime|Sci-Fi|Thriller,CCH Pounder,Mako,USA,PG-13,23500000.0,826.0,3.9,716.0
2113,Brian Trenchard-Smith,104.0,576.0,Udo Kier,2000.0,5974653.0,Action|Adventure|Fantasy|Sci-Fi|Thriller,Michael Biehn,Franco Nero,USA,PG-13,22000000.0,595.0,4.1,158.0
2114,Blake Edwards,143.0,42.0,Vernon Dobtcheff,638.0,5000000.0,Comedy|Drama|Musical|Romance|War,Rock Hudson,Jeremy Kemp,USA,G,25000000.0,50.0,6.2,104.0
2115,Hugh Wilson,77.0,795.0,Alex Rocco,3000.0,9694105.0,Comedy|Family|Romance,Brendan Fraser,Eric Idle,USA,PG,22000000.0,968.0,3.8,272.0
2121,Callie Khouri,104.0,290.0,Ted Danson,939.0,20668843.0,Comedy|Crime|Thriller,Stephen Root,Roger Cross,USA,PG-13,22000000.0,875.0,5.8,687.0
2126,Scott Cooper,116.0,120.0,Sam Shepard,23000.0,11326836.0,Crime|Drama|Thriller,Christian Bale,Dendrie Taylor,USA,R,22000000.0,820.0,6.8,17000.0
2128,Peter Segal,101.0,812.0,Bradley Whitford,957.0,22294341.0,Adventure|Comedy,Wilford Brimley,Sela Ward,USA,PG-13,21500000.0,821.0,6.5,758.0
2131,Woody Allen,112.0,159.0,Judy Davis,385.0,16684352.0,Comedy|Romance,Ornella Muti,Alessandra Mastronardi,USA,R,17000000.0,223.0,6.3,18000.0
2135,Stuart Gillard,96.0,199.0,John Aylward,533.0,42660000.0,Action|Adventure|Comedy|Family|Fantasy|Sci-Fi,Paige Turco,Matt Hill,USA,PG,17000000.0,219.0,4.8,1000.0
2137,David O. Russell,122.0,14000.0,Robert De Niro,34000.0,132088910.0,Comedy|Drama|Romance,Jennifer Lawrence,Bradley Cooper,USA,R,21000000.0,22000.0,7.8,117000.0
2142,Katt Shea,104.0,484.0,Rachel Blanchard,711.0,17757087.0,Horror|Sci-Fi|Thriller,Jason London,Eddie Kaye Thomas,USA,R,21000000.0,490.0,4.6,897.0
2144,Sam Mendes,98.0,374.0,Jim Gaffigan,925.0,9430988.0,Comedy|Drama|Romance,Catherine O'Hara,Carmen Ejogo,USA,R,17000000.0,472.0,7.1,7000.0
2145,Joshua Michael Stern,120.0,886.0,Judge Reinhold,1000.0,16284360.0,Comedy|Drama,Madeline Carroll,Nathan Lane,USA,PG-13,21000000.0,901.0,6.1,1000.0
2146,Brad Silberling,112.0,347.0,Holly Hunter,15000.0,6830957.0,Drama|Romance,Jake Gyllenhaal,Bob Clendenin,USA,PG-13,21000000.0,1000.0,6.7,365.0
2148,John Duigan,102.0,186.0,Jill Hennessy,670.0,15593.0,Comedy|Drama|Romance,Elaine Hendrix,Sarah Wynter,USA,PG-13,21000000.0,419.0,5.8,284.0
2149,Jodie Foster,91.0,220.0,Cherry Jones,34000.0,958319.0,Drama,Jennifer Lawrence,Riley Thomas Stewart,USA,PG-13,21000000.0,242.0,6.7,17000.0
2152,Steven Spielberg,115.0,488.0,Karen Allen,11000.0,242374454.0,Action|Adventure,Harrison Ford,William Hootkins,USA,PG,18000000.0,783.0,8.5,16000.0
2157,Adam Shankman,105.0,338.0,Kimberly J. Brown,1000.0,132541238.0,Comedy,Angus T. Jones,Steve Harris,USA,PG-13,33000000.0,409.0,5.5,800.0
2158,Jonathan Demme,138.0,173.0,Scott Glenn,12000.0,130727000.0,Crime|Drama|Horror|Thriller,Anthony Hopkins,Anthony Heald,USA,R,19000000.0,826.0,8.6,40000.0
2163,James Wan,112.0,697.0,Lili Taylor,6000.0,137387272.0,Horror|Mystery|Thriller,Mackenzie Foy,Hayley McFarland,USA,R,20000000.0,960.0,7.5,131000.0
2164,Brian Levant,95.0,563.0,Tracy Morgan,826.0,82301521.0,Adventure|Comedy|Family|Romance,Nia Long,Jay Mohr,USA,PG,32000000.0,642.0,4.6,773.0
2165,Ben Falcone,100.0,265.0,Mark Duplass,989.0,84518155.0,Comedy,Gary Cole,Ben Falcone,USA,R,20000000.0,830.0,4.9,11000.0
2171,Alexander Payne,115.0,552.0,Nick Krause,8000.0,82624961.0,Comedy|Drama,Shailene Woodley,Beau Bridges,USA,R,20000000.0,727.0,7.3,22000.0
2173,Julie Anne Robinson,107.0,318.0,Bobby Coleman,742.0,62933793.0,Drama|Family|Music|Romance,Kelly Preston,Melissa Ordway,USA,PG,20000000.0,360.0,5.8,10000.0
2174,Steve McQueen,134.0,500.0,Scoot McNairy,2000.0,56667870.0,Biography|Drama|History,Quvenzhané Wallis,Taran Killam,USA,R,20000000.0,660.0,8.1,83000.0
2175,Charles Stone III,118.0,284.0,Nick Cannon,962.0,56398162.0,Comedy|Drama|Music|Romance,Leonard Roberts,Jason Weaver,USA,PG-13,20000000.0,593.0,5.7,2000.0
2177,Tim Burton,105.0,658.0,Dianne Wiest,40000.0,56362352.0,Fantasy|Romance,Johnny Depp,Conchata Ferrell,USA,PG-13,20000000.0,967.0,7.9,16000.0
2181,Jon Lucas,100.0,851.0,Jay Hernandez,15000.0,55461307.0,Comedy,Mila Kunis,Jada Pinkett Smith,USA,R,20000000.0,1000.0,6.7,18000.0
2182,Aaron Seltzer,85.0,729.0,Carmen Electra,3000.0,48546578.0,Comedy|Romance,Alyson Hannigan,Fred Willard,USA,PG-13,20000000.0,869.0,2.7,806.0
2183,Robin Budd,72.0,434.0,Rob Paulsen,1000.0,48423368.0,Adventure|Animation|Family|Fantasy,Roger Rees,Spencer Breslin,USA,G,20000000.0,677.0,5.8,302.0
2185,Steve Trenbirth,72.0,384.0,Phil Collins,3000.0,47887943.0,Adventure|Animation|Family|Musical,Haley Joel Osment,Tony Jay,USA,G,20000000.0,455.0,5.4,227.0
2186,Stephen Kay,89.0,349.0,Skye McCole Bartusiak,526.0,46363118.0,Drama|Horror|Mystery|Thriller,Barry Watson,Charles Mesure,USA,PG-13,20000000.0,392.0,4.1,1000.0
2188,Jun Falkenstein,77.0,16.0,John Fiedler,304.0,45542421.0,Animation|Comedy|Drama|Family|Musical,Kath Soucie,Ken Sansom,USA,G,30000000.0,253.0,6.3,347.0
2190,Boaz Yakin,111.0,455.0,Joseph Julian Soria,1000.0,42652003.0,Adventure|Family,Jay Hernandez,Edgar Arreola,USA,PG,20000000.0,465.0,6.8,33000.0
2194,Tom McCarthy,128.0,77.0,Jamey Sheridan,745.0,44988180.0,Biography|Crime|Drama|History,Billy Crudup,Brian d'Arcy James,USA,R,20000000.0,168.0,8.1,80000.0
2196,Takashi Shimizu,137.0,464.0,Sarah Roemer,4000.0,39143839.0,Horror|Thriller,Sarah Michelle Gellar,Matthew Knight,USA,PG-13,20000000.0,884.0,5.0,930.0
2201,Anton Corbijn,105.0,101.0,Thekla Reuten,978.0,35596227.0,Crime|Drama|Thriller,Violante Placido,Filippo Timi,USA,R,20000000.0,191.0,6.3,10000.0
2203,Jason Friedberg,82.0,354.0,Dave Foley,759.0,36658108.0,Comedy,Diedrich Bader,Anneliese van der Pol,USA,PG-13,20000000.0,401.0,3.5,16000.0
2205,Shawn Levy,103.0,949.0,Abigail Spencer,2000.0,34290142.0,Comedy|Drama,Tina Fey,Jane Fonda,USA,R,19800000.0,1000.0,6.6,14000.0
2208,John Luessenhop,92.0,322.0,Keram Malicki-Sánchez,383.0,34334256.0,Horror|Thriller,Gunnar Hansen,Shaun Sipos,USA,R,11000000.0,333.0,4.8,16000.0
2210,Malcolm D. Lee,88.0,636.0,Snoop Dogg,31000.0,32014289.0,Comedy,Marisa Saks,Molly Shannon,USA,PG-13,20000000.0,881.0,3.5,13000.0
2212,Gus Van Sant,128.0,755.0,Denis O'Hare,11000.0,31838002.0,Biography|Drama|History,James Franco,Lucas Grabeel,USA,R,20000000.0,896.0,7.6,10000.0
2213,Kevin Reynolds,107.0,47.0,Jan Cornet,141.0,36874745.0,Action|Adventure|Drama|Mystery,Peter Firth,María Botto,USA,PG-13,20000000.0,76.0,6.3,21000.0
2215,Todd Strauss-Schulson,90.0,587.0,Thomas Lennon,786.0,35033759.0,Adventure|Comedy,Patton Oswalt,Paula Garcés,USA,R,19000000.0,651.0,6.3,21000.0
2221,John Schlesinger,101.0,497.0,Beverly D'Angelo,1000.0,53146000.0,Crime|Drama|Thriller,Joe Mantegna,Philip Baker Hall,USA,R,20000000.0,816.0,6.1,613.0
2223,Michel Gondry,108.0,1000.0,Kirsten Dunst,14000.0,34126138.0,Drama|Fantasy|Romance|Sci-Fi,Kate Winslet,Tom Wilkinson,USA,R,20000000.0,4000.0,8.3,52000.0
2227,Andrew Fleming,99.0,650.0,Laura Harring,720.0,25584685.0,Comedy|Crime|Family|Mystery|Romance|Thriller,Kay Panabaker,Tate Donovan,USA,PG,20000000.0,669.0,5.9,590.0
2234,Renny Harlin,97.0,637.0,Kyle Schmid,960.0,23292105.0,Action|Fantasy|Horror|Thriller,Laura Ramsey,Toby Hemingway,USA,PG-13,20000000.0,917.0,5.3,3000.0
2236,Robert Rodriguez,89.0,470.0,Leo Howard,87000.0,20916309.0,Comedy|Family|Fantasy,Jimmy Bennett,Jake Short,USA,PG,40000000.0,570.0,4.9,431.0
2237,Gus Van Sant,106.0,458.0,Wayne Knight,1000.0,21200000.0,Comedy|Crime|Drama,Kurtwood Smith,Holland Taylor,USA,R,20000000.0,967.0,6.8,1000.0
2242,Alfred Hitchcock,108.0,285.0,Vera Miles,606.0,32000000.0,Horror|Mystery|Thriller,Janet Leigh,John Gavin,USA,R,806947.0,332.0,8.5,18000.0
2245,Garry Marshall,113.0,949.0,Zachary Gordon,995.0,18882880.0,Comedy|Drama,Hector Elizondo,Jane Fonda,USA,R,20000000.0,975.0,5.9,681.0
2246,Steve Rash,98.0,281.0,Adam Arkin,691.0,8500000.0,Comedy,Mako,Billy Barty,USA,PG,20000000.0,374.0,5.4,501.0
2250,Sean Penn,148.0,826.0,William Hurt,17000.0,18352454.0,Adventure|Biography|Drama,Kristen Stewart,Hal Holbrook,USA,R,15000000.0,882.0,8.2,76000.0
2251,Todd Phillips,108.0,579.0,Sarah Silverman,970.0,17803796.0,Comedy,Jon Heder,Jacinda Barrett,USA,PG-13,20000000.0,931.0,5.9,484.0
2253,Robert Rodriguez,108.0,844.0,Salma Hayek,16000.0,25753840.0,Crime|Fantasy|Horror,Quentin Tarantino,Cheech Marin,USA,R,19000000.0,4000.0,7.3,12000.0
2254,Frank Nissen,68.0,253.0,Brenda Blethyn,304.0,18081626.0,Animation|Family|Fantasy|Mystery,Kath Soucie,John Fiedler,USA,G,20000000.0,286.0,6.4,264.0
2258,Peter Hastings,88.0,939.0,Alex Rocco,3000.0,16988996.0,Comedy|Family|Music|Musical,Haley Joel Osment,Stephen Root,USA,G,35000000.0,968.0,4.0,422.0
2261,Paul Abascal,84.0,472.0,Tom Hollander,787.0,15712072.0,Action|Crime|Drama|Thriller,Cole Hauser,Kelly Carlson,USA,PG-13,20000000.0,555.0,5.8,269.0
2262,Catherine Hardwicke,122.0,10000.0,Taylor Lautner,17000.0,191449475.0,Drama|Fantasy|Romance,Kristen Stewart,Anna Kendrick,USA,PG-13,37000000.0,12000.0,5.2,19000.0
2263,Chris Koch,101.0,499.0,Lochlyn Munro,651.0,15408822.0,Comedy|Romance,Thomas Lennon,James Brolin,USA,PG-13,20000000.0,555.0,5.6,401.0
2264,Amy Heckerling,98.0,153.0,Robert Miano,302.0,15464026.0,Comedy|Romance,Andy Dick,Zak Orth,USA,PG-13,20000000.0,216.0,5.3,1000.0
2266,George Stevens,225.0,202.0,Carroll Baker,940.0,8000000.0,Biography|Drama|History,Martin Landau,José Ferrer,USA,G,20000000.0,208.0,6.6,1000.0
2273,Barry Levinson,99.0,62.0,Ariel Gade,1000.0,12181484.0,Comedy,Amy Poehler,Sam Lerner,USA,PG-13,40000000.0,87.0,4.8,713.0
2275,Woody Allen,98.0,967.0,Chazz Palminteri,1000.0,13383737.0,Comedy|Crime,Jim Broadbent,Dianne Wiest,USA,R,20000000.0,979.0,7.5,979.0
2279,Walter Hill,94.0,565.0,Wes Studi,922.0,12398628.0,Action|Crime|Drama|Sport,Fisher Stevens,Jon Seda,USA,R,20000000.0,855.0,6.1,977.0
2283,Charles T. Kanganis,93.0,181.0,Dustin Nguyen,400.0,11784000.0,Action|Comedy|Family,Victor Wong,Don Stark,USA,PG,20000000.0,220.0,4.3,444.0
2289,John Wells,101.0,580.0,Omar Sy,14000.0,13650738.0,Comedy|Drama,Bradley Cooper,Riccardo Scamarcio,USA,R,20000000.0,1000.0,6.6,25000.0
2290,Neil Jordan,106.0,383.0,Demi Moore,22000.0,10555348.0,Comedy|Crime,Robert De Niro,James Russo,USA,PG-13,20000000.0,2000.0,6.0,855.0
2294,Kirk Jones,99.0,148.0,James Frain,22000.0,8855646.0,Adventure|Drama,Robert De Niro,Brendan Sexton III,USA,PG-13,21000000.0,1000.0,7.2,10000.0
2297,Les Mayfield,91.0,436.0,Will Patton,716.0,8104069.0,Action|Comedy|Crime,Callum Rennie,Cedric the Entertainer,USA,PG-13,20000000.0,537.0,4.5,233.0
2298,Michael Lembeck,108.0,463.0,Nia Vardalos,786.0,8054280.0,Comedy|Crime|Music,Debbie Reynolds,Dash Mihok,USA,PG-13,20000000.0,567.0,6.3,924.0
2300,Paul Thomas Anderson,148.0,175.0,Katherine Waterston,204.0,8093318.0,Comedy|Crime|Drama|Mystery|Romance,Martin Dew,Serena Scott Thomas,USA,R,20000000.0,178.0,6.7,18000.0
2301,Dave Borthwick,77.0,593.0,Kylie Minogue,787.0,7382993.0,Adventure|Animation|Comedy|Family|Fantasy,Jimmy Fallon,Jon Stewart,USA,G,20000000.0,690.0,2.8,346.0
2304,David Zucker,83.0,633.0,Geoffrey Arend,885.0,7001720.0,Comedy|Fantasy,Chriss Anglin,Gary Coleman,USA,PG-13,12000000.0,816.0,4.3,797.0
2307,Fred Wolf,87.0,522.0,Ashley Scott,1000.0,6563357.0,Adventure|Comedy,Kevin Alejandro,Jeff Garlin,USA,R,20000000.0,794.0,5.3,847.0
2312,Michael Apted,116.0,956.0,Abigail Spencer,18000.0,6002756.0,Biography|Drama|Sport,Gerard Butler,Leven Rambin,USA,PG,20000000.0,1000.0,7.2,13000.0
2314,Todd Graff,111.0,181.0,Charlie Saxton,690.0,5205343.0,Comedy|Drama|Family|Music|Romance,Scott Porter,Ryan Donowho,USA,PG,20000000.0,224.0,6.4,1000.0
2322,Charlie Kaufman,124.0,631.0,Jennifer Jason Leigh,22000.0,3081925.0,Comedy|Drama|Romance,Philip Seymour Hoffman,Samantha Morton,USA,R,21000000.0,1000.0,7.5,13000.0
2325,Nancy Walker,124.0,161.0,Randy Jones,801.0,2000000.0,Biography|Comedy|Musical,Steve Guttenberg,Caitlyn Jenner,USA,PG,20000000.0,174.0,4.5,1000.0
2328,Richard Benjamin,80.0,587.0,Jane Krakowski,836.0,1646664.0,Comedy|Music,Damon Wayans,Paula Garcés,USA,R,20000000.0,624.0,2.8,241.0
2329,Kurt Wimmer,107.0,722.0,Emily Watson,23000.0,1190018.0,Action|Drama|Sci-Fi|Thriller,Christian Bale,Sean Pertwee,USA,R,20000000.0,876.0,7.5,20000.0
2331,James Gray,115.0,977.0,Ellen Burstyn,9000.0,882710.0,Crime|Drama|Romance|Thriller,Charlize Theron,Faye Dunaway,USA,R,24000000.0,1000.0,6.4,401.0
2332,Matthew Diamond,88.0,231.0,Garrett Clayton,979.0,1064277.0,Adventure|Family|Fantasy|Musical,Chazz Palminteri,Toni Braxton,USA,G,20000000.0,532.0,6.7,831.0
2335,David Anspaugh,101.0,407.0,Costas Mandylor,18000.0,375474.0,Drama|History|Sport,Gerard Butler,Jimmy Jean-Louis,USA,PG,20000000.0,723.0,6.2,445.0
2337,Kevin Reynolds,107.0,324.0,Jason Scott Lee,699.0,305070.0,Action|Adventure|Drama|History|Romance,Esai Morales,Sandrine Holt,USA,R,20000000.0,533.0,6.4,399.0
2341,Daniel Algrant,100.0,442.0,Richard Schiff,14000.0,121972.0,Crime|Drama|Mystery,Al Pacino,Mark Webber,USA,R,22000000.0,506.0,5.5,217.0
2357,Jake Kasdan,97.0,384.0,John Michael Higgins,3000.0,100292856.0,Comedy,Justin Timberlake,Phyllis Smith,USA,R,20000000.0,957.0,5.7,16000.0
2360,Wes Craven,103.0,157.0,W. Earl Brown,611.0,103001286.0,Horror|Mystery,David Arquette,Roger Jackson,USA,R,15000000.0,422.0,7.2,11000.0
2363,Robert Zemeckis,116.0,459.0,Thomas F. Wilson,1000.0,210609762.0,Adventure|Comedy|Sci-Fi,Lea Thompson,J.J. Cohen,USA,PG,19000000.0,690.0,8.5,39000.0
2365,Tyler Perry,113.0,256.0,Mary J. Blige,607.0,51697449.0,Comedy|Drama,Eric Mendenhall,Hope Olaide Wilson,USA,PG-13,13000000.0,269.0,4.1,1000.0
2376,Brian Percival,131.0,326.0,Sophie Nélisse,876.0,21483154.0,Drama|War,Emily Watson,Roger Allam,USA,PG-13,19000000.0,526.0,7.6,53000.0
2378,Anand Tucker,100.0,356.0,Kaitlin Olson,3000.0,12561.0,Comedy|Romance,Adam Scott,Dominique McElligott,USA,PG,19000000.0,547.0,6.4,13000.0
2389,Terry Gilliam,118.0,551.0,Michael Jeter,40000.0,10562387.0,Adventure|Comedy|Drama,Johnny Depp,Ellen Barkin,USA,R,18500000.0,693.0,7.7,15000.0
2390,Ricky Gervais,100.0,985.0,Tina Fey,3000.0,18439082.0,Comedy|Fantasy|Romance,Jennifer Garner,Martin Starr,USA,PG-13,18500000.0,2000.0,6.4,13000.0
2391,Nicholas Stoller,97.0,329.0,Carla Gallo,920.0,150056505.0,Comedy,Craig Roberts,Ike Barinholtz,USA,R,18000000.0,798.0,6.4,21000.0
2399,Vic Armstrong,110.0,734.0,Lea Thompson,12000.0,13998282.0,Action|Drama|Fantasy|Mystery|Thriller,Nicolas Cage,Quinton Aaron,USA,PG-13,16000000.0,1000.0,3.1,31000.0
2401,Kevin Rodney Sullivan,106.0,521.0,Sean Patrick Thomas,748.0,64955956.0,Comedy|Drama,Harry Lennix,Kenan Thompson,USA,PG-13,18000000.0,656.0,5.7,265.0
2402,Terry Zwigoff,98.0,566.0,Tony Cox,1000.0,60057639.0,Comedy|Crime|Drama,Bernie Mac,Alex Borstein,USA,R,18000000.0,624.0,7.1,10000.0
